ORTHO,PHON
desconfiam,deskõfiɐ̃w
desconfiança,deskõfiɐ̃sa
desconfiando,deskõfiɐ̃du
desconfiar,deskõfiaɾ
desconfiaram,deskõfiaɾɐ̃w
desconfiarem,deskõfiaɾẽ
desconfiassem,deskõfiasẽ
desconfiava,deskõfiava
desconfiavam,deskõfiavɐ̃w
desconfiem,deskõfiẽ
desconfio,deskõfiu
desconfiou,deskõfio
desconfortável,deskõfoɾtaviw
desconforto,deskõfoɾtu
desconheça,deskoɲesa
desconhece,deskoɲɛsi
desconhecem,deskoɲɛsẽ
desconhecer,deskoɲeseɾ
desconhecia,deskoɲesia
desconheciam,deskoɲesiɐ̃w
desconhecida,deskoɲesida
desconhecidas,deskoɲesidas
desconhecido,deskoɲesidu
desconhecidos,deskoɲesidus
desconhecimento,deskoɲesimẽtu
desconheço,deskoɲesu
desconjuntado,deskõʒũtadu
desconsideração,deskõsideɾasɐ̃w
desconsiderava,deskõsideɾava
desconsolada,deskõsolada
desconsolado,deskõsoladu
desconsolados,deskõsoladus
desconsolo,deskõsolu
desconta,deskõta
descontados,deskõtadus
descontando,deskõtɐ̃du
descontentamento,deskõtẽtamẽtu
descontente,deskõtẽtʃi
descontentes,deskõtẽtʃis
desconto,deskõtu
descontraem,deskõtɾaẽ
descontraída,deskõtɾaida
descontrolada,deskõtɾolada
descontroladas,deskõtɾoladas
descontrole,deskõtɾoli
desconversavam,deskõveɾsavɐ̃w
descorada,deskoɾada
descorado,deskoɾadu
descosturando,deskostuɾɐ̃du
descosturou,deskostuɾo
descreditaram,deskɾedʒitaɾɐ̃w
descrente,deskɾẽtʃi
descreva,deskɾeva
descreve,deskɾɛvi
descrevê-las,deskɾevelas
descrevem,deskɾɛvẽ
descrevemos,deskɾevemus
descrevendo,deskɾevẽdu
descrever,deskɾeveɾ
descreveram,deskɾeveɾɐ̃w
descreveu,deskɾevew
descrevia,deskɾevia
descrição,deskɾisɐ̃w
descrições,deskɾisõjs
descrita,deskɾita
descritas,deskɾitas
descritivo,deskɾitʃivu
descrito,deskɾitu
descritos,deskɾitus
descubra,deskubɾa
descubram,deskubɾɐ̃w
descubro,deskubɾu
descuida,deskujda
descuidada,deskujdada
descuidado,deskujdadu
descuidados,deskujdadus
descuidam,deskujdɐ̃w
descuidar,deskujdaɾ
descuido,deskujdu
descuidou,deskujdo
desculpa,deskuwpa
desculpando,deskuwpɐ̃du
desculpar,deskuwpaɾ
desculpas,deskuwpas
desculpe,deskuwpi
desculpem,deskuwpẽ
desculpo,deskuwpu
desculpou,deskuwpo
desde,dezdʒi
desdém,dɛzdẽ
desdentado,dezdẽtadu
desdita,dezdʒita
desdobra,dezdɔbɾa
desdobrada,dezdobɾada
desdobradas,dezdobɾadas
desdobrando,dezdobɾɐ̃du
desdobre,dezdɔbɾi
desdobrou,dezdobɾo
deseja,dezeʒa
desejado,dezeʒadu
desejados,dezeʒadus
desejam,dezeʒɐ̃w
desejamos,dezeʒɐmus
desejando,dezeʒɐ̃du
desejar,dezeʒaɾ
desejaram,dezeʒaɾɐ̃w
desejarem,dezeʒaɾẽ
desejaria,dezeʒaɾia
desejariam,dezeʒaɾiɐ̃w
desejassem,dezeʒasẽ
desejava,dezeʒava
desejavam,dezeʒavɐ̃w
desejável,dezeʒaviw
deseje,dezeʒi
desejei,dezeʒej
desejo,dezeʒu
desejos,dezeʒus
desejosas,dezeʒɔzas
desejoso,dezeʒozu
desejou,dezeʒo
deselegante,dezelegɐ̃tʃi
desembainhou,dezẽbaiɲo
desembaraçá-la,dezẽbaɾasala
desembaraçado,dezẽbaɾasadu
desembaraçando,dezẽbaɾasɐ̃du
desembaraçar,dezẽbaɾasaɾ
desembaraço,dezẽbaɾasu
desembarcado,dezẽbaɾkadu
desembarcam,dezẽbaɾkɐ̃w
desembarcamos,dezẽbaɾkɐmus
desembarcar,dezẽbaɾkaɾ
desembarcaram,dezẽbaɾkaɾɐ̃w
desembarcava,dezẽbaɾkava
desembarcavam,dezẽbaɾkavɐ̃w
desembarcou,dezẽbaɾko
desembargador,dezẽbaɾgadoɾ
desembargadores,dezẽbaɾgadoɾis
desembarque,dezẽbaɾki
desemboca,dezẽbɔka
desembocadura,dezẽbokaduɾa
desembocam,dezẽbɔkɐ̃w
desembrulha,dezẽbɾuʎa
desempacar,dezẽpakaɾ
desempacava,dezẽpakava
desempenadeiras,dezẽpenadeɾas
desempenha,dezẽpeɲa
desempenham,dezẽpeɲɐ̃w
desempenhamos,dezẽpeɲɐmus
desempenhando,dezẽpeɲɐ̃du
desempenhar,dezẽpeɲaɾ
desempenhará,dezẽpeɲaɾa
desempenharam,dezẽpeɲaɾɐ̃w
desempenhassem,dezẽpeɲasẽ
desempenhava,dezẽpeɲava
desempenho,dezẽpeɲu
desempenhou,dezẽpeɲo
desempregada,dezẽpɾegada
desempregadas,dezẽpɾegadas
desempregado,dezẽpɾegadu
desempregados,dezẽpɾegadus
desemprego,dezẽpɾegu
desencalhou,dezẽkaʎo
desencanta,dezẽkɐ̃ta
desencantada,dezẽkɐ̃tada
desencantado,dezẽkɐ̃tadu
desencantados,dezẽkɐ̃tadus
desencantar,dezẽkɐ̃taɾ
desencantarei,dezẽkɐ̃taɾej
desencantarem,dezẽkɐ̃taɾẽ
desencanto,dezẽkɐ̃tu
desencapada,dezẽkapada
desencapados,dezẽkapadus
desencontrada,dezẽkõtɾada
desencontro,dezẽkõtɾu
desencontros,dezẽkõtɾus
desencorajar,dezẽkoɾaʒaɾ
desenferrujar,dezẽfehuʒaɾ
desenganadas,dezẽganadas
desenganar,dezẽganaɾ
desengonçada,dezẽgõsada
desengonçadas,dezẽgõsadas
desengonçado,dezẽgõsadu
desengraçado,dezẽgɾasadu
desenguiçou,dezẽgiso
desenha,dezeɲa
desenhá-las,dezeɲalas
desenhá-lo,dezeɲalu
desenhá-los,dezeɲalus
desenhada,dezeɲada
desenhadas,dezeɲadas
desenhado,dezeɲadu
desenhados,dezeɲadus
desenham,dezeɲɐ̃w
desenhamos,dezeɲɐmus
desenhando,dezeɲɐ̃du
desenhar,dezeɲaɾ
desenhara,dezeɲaɾa
desenhará,dezeɲaɾa
desenharam,dezeɲaɾɐ̃w
desenharão,dezeɲaɾɐ̃w
desenharei,dezeɲaɾej
desenharem,dezeɲaɾẽ
desenhava,dezeɲava
desenhavam,dezeɲavɐ̃w
desenhe,dezeɲi
desenhei,dezeɲej
desenhem,dezeɲẽ
desenhista,dezeɲista
desenhistas,dezeɲistas
desenho,dezeɲu
desenhos,dezeɲus
desenhou,dezeɲo
desenlace,dezẽlasi
desenrola,dezẽhɔla
desenrolado,dezẽholadu
desenrolando,dezẽholɐ̃du
desenrolar,dezẽholaɾ
desenrolaram,dezẽholaɾɐ̃w
desenrolava,dezẽholava
desenrolou,dezẽholo
desentalando,dezẽtalɐ̃du
desentendeu,dezẽtẽdew
desentendiam,dezẽtẽdʒiɐ̃w
desentendimento,dezẽtẽdʒimẽtu
desentendimentos,dezẽtẽdʒimẽtus
desentoa,dezẽtoa
desentortar,dezẽtoɾtaɾ
desentupido,dezẽtupidu
desentupidor,dezẽtupidoɾ
desentupir,dezẽtupiɾ
desenvolva,dezẽvowva
desenvolve,dezẽvɔwvi
desenvolvê-la,dezẽvowvela
desenvolvê-las,dezẽvowvelas
desenvolvem,dezẽvɔwvẽ
desenvolvendo,dezẽvowvẽdu
desenvolver,dezẽvowveɾ
desenvolveram,dezẽvowveɾɐ̃w
desenvolverão,dezẽvowveɾɐ̃w
desenvolverem,dezẽvowveɾẽ
desenvolveriam,dezẽvowveɾiɐ̃w
desenvolvesse,dezẽvowvesi
desenvolvessem,dezẽvowvesẽ
desenvolveu,dezẽvowvew
desenvolvia,dezẽvowvia
desenvolviam,dezẽvowviɐ̃w
desenvolvida,dezẽvowvida
desenvolvidas,dezẽvowvidas
desenvolvido,dezẽvowvidu
desenvolvidos,dezẽvowvidus
desenvolvimento,dezẽvowvimẽtu
desenxabido,dezẽʃabidu
desequilibra,dezekilibɾa
desequilibrada,dezekilibɾada
desequilíbrio,dezekilibɾju
desequilíbrios,dezekilibɾjus
desequilibrou,dezekilibɾo
deserta,dezɛɾta
desertas,dezɛɾtas
desérticas,dezɛɾtʃikas
desértico,dezɛɾtʃiku
desérticos,dezɛɾtʃikus
deserto,dezɛɾtu
desertor,dezeɾtoɾ
desertos,dezɛɾtus
desespera,dezespɛɾa
desesperada,dezespeɾada
desesperadamente,dezespeɾadamẽtʃi
desesperadas,dezespeɾadas
desesperado,dezespeɾadu
desesperados,dezespeɾadus
desesperar,dezespeɾaɾ
desesperava,dezespeɾava
desespero,dezespeɾu
desfalcado,desfawkadu
desfalecera,desfaleseɾa
desfaleceu,desfalesew
desfalecia,desfalesia
desfaz,desfas
desfazem,desfazẽ
desfazendo,desfazẽdu
desfazer,desfazeɾ
desfazia,desfazia
desfaziam,desfaziɐ̃w
desfecho,desfeʃu
desfeita,desfejta
desfeito,desfejtu
desfeitos,desfejtus
desfez,desfes
desfiada,desfiada
desfiado,desfiadu
desfiando,desfiɐ̃du
desfigurada,desfiguɾada
desfigurado,desfiguɾadu
desfila,desfila
desfiladeiro,desfiladeɾu
desfiladeiros,desfiladeɾus
desfilam,desfilɐ̃w
desfilando,desfilɐ̃du
desfilar,desfilaɾ
desfilaram,desfilaɾɐ̃w
desfilarão,desfilaɾɐ̃w
desfile,desfili
desfiles,desfilis
desfilou,desfilo
desfizera,desfizɛɾa
desfizeram,desfizɛɾɐ̃w
desflorestamento,desfloɾestamẽtu
desfolha,desfɔʎa
desfolhada,desfoʎada
desfolhadas,desfoʎadas
desfolhado,desfoʎadu
desfraldada,desfɾawdada
desfruta,desfɾuta
desfrutam,desfɾutɐ̃w
desfrutar,desfɾutaɾ
desfrutavam,desfɾutavɐ̃w
desgarrada,dezgahada
desgarradas,dezgahadas
desgarrado,dezgahadu
desgarram,dezgahɐ̃w
desgasta,dezgasta
desgastadas,dezgastadas
desgastado,dezgastadu
desgastam,dezgastɐ̃w
desgastando,dezgastɐ̃du
desgastante,dezgastɐ̃tʃi
desgaste,dezgastʃi
desgastes,dezgastʃis
desgosta,dezgɔsta
desgostá-lo,dezgostalu
desgostar,dezgostaɾ
desgostava,dezgostava
desgosto,dezgostu
desgostos,dezgostus
desgostosa,dezgostɔza
desgostoso,dezgostozu
desgraça,dezgɾasa
desgraçado,dezgɾasadu
desgraças,dezgɾasas
desgrenhada,dezgɾeɲada
desgrenhados,dezgɾeɲadus
desgrenhando,dezgɾeɲɐ̃du
desgrudam,dezgɾudɐ̃w
desgrudar,dezgɾudaɾ
desidratação,dezidɾatasɐ̃w
desidratado,dezidɾatadu
designa,dezigina
designação,deziginasɐ̃w
designações,deziginasõjs
designada,deziginada
designadas,deziginadas
designados,deziginadus
designar,deziginaɾ
desiguais,dezigwajs
desigual,dezigwaw
desigualdade,dezigwawdadʒi
desigualdades,dezigwawdadʒis
desiludi-la,deziludʒila
desiludida,deziludʒida
desiludido,deziludʒidu
desiludir,deziludʒiɾ
desilusão,deziluzɐ̃w
desinfetante,dezĩfetɐ̃tʃi
desinfetantes,dezĩfetɐ̃tʃis
desinfetar,dezĩfetaɾ
desinteressada,dezĩteɾesada
desinteressado,dezĩteɾesadu
desinteresse,dezĩteɾɛsi
desinteria,dezĩteɾia
desista,dezista
desiste,dezistʃi
desistência,dezistẽsja
desisti,dezistʃi
desistia,dezistʃia
desistiam,dezistʃiɐ̃w
desistido,dezistʃidu
desistindo,dezistʃĩdu
desistir,dezistʃiɾ
desistiram,dezistʃiɾɐ̃w
desistiu,dezistʃiw
desleal,dezleaw
desleixada,dezleʃada
desleixo,dezleʃu
desleixos,dezleʃus
desliga,dezliga
desligada,dezligada
desligado,dezligadu
desligados,dezligadus
desligamento,dezligamẽtu
desligar,dezligaɾ
desligou,dezligo
desligue,dezligi
desliza,dezliza
deslizam,dezlizɐ̃w
deslizamento,dezlizamẽtu
deslizando,dezlizɐ̃du
deslizar,dezlizaɾ
deslizaram,dezlizaɾɐ̃w
deslizarei,dezlizaɾej
deslizarem,dezlizaɾẽ
deslizava,dezlizava
deslizavam,dezlizavɐ̃w
deslize,dezlizi
deslizou,dezlizo
desloca,dezlɔka
deslocada,dezlokada
deslocam,dezlɔkɐ̃w
deslocamento,dezlokamẽtu
deslocamos,dezlokɐmus
deslocando,dezlokɐ̃du
deslocar,dezlokaɾ
deslocaram,dezlokaɾɐ̃w
deslocarem,dezlokaɾẽ
deslocarmos,dezlokaɾmus
deslocou,dezloko
desloque,dezlɔki
desloquem,dezlɔkẽ
deslumbrada,dezlũbɾada
deslumbrado,dezlũbɾadu
deslumbramento,dezlũbɾamẽtu
deslumbrante,dezlũbɾɐ̃tʃi
deslumbrantemente,dezlũbɾɐ̃tʃimẽtʃi
desmaia,dezmaja
desmaiada,dezmajada
desmaiado,dezmajadu
desmaiar,dezmajaɾ
desmaiara,dezmajaɾa
desmaie,dezmaji
desmaio,dezmaju
desmaios,dezmajus
desmaiou,dezmajo
desmancha,dezmɐ̃ʃa
desmanchado,dezmɐ̃ʃadu
desmancham,dezmɐ̃ʃɐ̃w
desmanchando,dezmɐ̃ʃɐ̃du
desmanchar,dezmɐ̃ʃaɾ
desmanchava,dezmɐ̃ʃava
desmanchavam,dezmɐ̃ʃavɐ̃w
desmanche,dezmɐ̃ʃi
desmanchou,dezmɐ̃ʃo
desmantelando,dezmɐ̃telɐ̃du
desmantelo,dezmɐ̃telu
desmata,dezmata
desmatada,dezmatada
desmatadas,dezmatadas
desmatado,dezmatadu
desmatadores,dezmatadoɾis
desmatados,dezmatadus
desmatam,dezmatɐ̃w
desmatamento,dezmatamẽtu
desmatamentos,dezmatamẽtus
desmatando,dezmatɐ̃du
desmate,dezmatʃi
desmates,dezmatʃis
desmatou,dezmato
desmazelo,dezmazelu
desmedida,dezmedʒida
desmembrados,dezmẽbɾadus
desmembramento,dezmẽbɾamẽtu
desmembramentos,dezmẽbɾamẽtus
desmentia,dezmẽtʃia
desmentiam,dezmẽtʃiɐ̃w
desmentir,dezmẽtʃiɾ
desmonta,dezmõta
desmontá-la,dezmõtala
desmontá-lo,dezmõtalu
desmontadas,dezmõtadas
desmontando,dezmõtɐ̃du
desmontar,dezmõtaɾ
desmontava,dezmõtava
desmontavam,dezmõtavɐ̃w
desmonto,dezmõtu
desmontou,dezmõto
desmoralização,dezmoɾalizasɐ̃w
desmoralizado,dezmoɾalizadu
desmoronamentos,dezmoɾonamẽtus
desnecessária,deznesesaɾja
desnecessário,deznesesaɾju
desnutrição,deznutɾisɐ̃w
desobedece,dezobedɛsi
desobedecendo,dezobedesẽdu
desobedecer,dezobedeseɾ
desobedeceram,dezobedeseɾɐ̃w
desobedecerem,dezobedeseɾẽ
desobedecessem,dezobedesesẽ
desobedeceu,dezobedesew
desobedecido,dezobedesidu
desobediência,dezobedʒiẽsja
desobediente,dezobedʒiẽtʃi
desobedientes,dezobedʒiẽtʃis
desocupada,dezokupada
desocupadas,dezokupadas
desocupado,dezokupadu
desocupados,dezokupadus
desolação,dezolasɐ̃w
desolada,dezolada
desolados,dezoladus
desonesto,dezonɛstu
desonra,dezõha
desonrado,dezõhadu
desordeira,dezoɾdeɾa
desordeiros,dezoɾdeɾus
desordem,dezɔɾdẽ
desordenada,dezoɾdenada
desordenadamente,dezoɾdenadamẽtʃi
desordenado,dezoɾdenadu
desordenados,dezoɾdenadus
desordens,dezɔɾdẽs
desorganizada,dezoɾganizada
desorganizadas,dezoɾganizadas
desorganizado,dezoɾganizadu
desorientadas,dezoɾiẽtadas
desorientado,dezoɾiẽtadu
desorientadora,dezoɾiẽtadoɾa
desova,dezɔva
desovam,dezɔvɐ̃w
desovar,dezovaɾ
despachava,despaʃava
despachos,despaʃus
despachou,despaʃo
despeço,despɛsu
despedaçada,despedasada
despedaçar,despedasaɾ
despede,despɛdʒi
despedem,despɛdẽ
despedia,despedʒia
despediçar,despedʒisaɾ
despedida,despedʒida
despedidas,despedʒidas
despedido,despedʒidu
despedidos,despedʒidus
despedimos,despedʒimus
despedindo,despedʒĩdu
despedir,despedʒiɾ
despediram,despedʒiɾɐ̃w
despedisse,despedʒisi
despediu,despedʒiw
despeja,despeʒa
despejada,despeʒada
despejado,despeʒadu
despejados,despeʒadus
despejaram,despeʒaɾɐ̃w
despejavam,despeʒavɐ̃w
despeje,despeʒi
despejo,despeʒu
despejou,despeʒo
despenca,despẽka
despencando,despẽkɐ̃du
despencar,despẽkaɾ
despencavam,despẽkavɐ̃w
despencou,despẽko
despensa,despẽsa
despenteada,despẽteada
despenteado,despẽteadu
desperdiçados,despeɾdʒisadus
desperdiçar,despeɾdʒisaɾ
desperdício,despeɾdʒisju
desperta,despɛɾta
despertá-la,despeɾtala
despertada,despeɾtada
despertado,despeɾtadu
despertador,despeɾtadoɾ
despertados,despeɾtadus
despertam,despɛɾtɐ̃w
despertando,despeɾtɐ̃du
despertar,despeɾtaɾ
despertara,despeɾtaɾa
despertaram,despeɾtaɾɐ̃w
despertarão,despeɾtaɾɐ̃w
despertarei,despeɾtaɾej
despertarem,despeɾtaɾẽ
despertaria,despeɾtaɾia
despertava,despeɾtava
despertavam,despeɾtavɐ̃w
desperte,despɛɾtʃi
desperto,despɛɾtu
despertos,despɛɾtus
despertou,despeɾto
despesa,despeza
despesas,despezas
despetala,despetala
despetalar,despetalaɾ
despetalou,despetalo
despiram,despiɾɐ̃w
despistar,despistaɾ
despistava,despistava
despiu,despiw
despojo,despoʒu
desponta,despõta
despontando,despõtɐ̃du
despontar,despõtaɾ
despontavam,despõtavɐ̃w
despontou,despõto
desportivo,despoɾtʃivu
desposou,despozo
despovoadas,despovoadas
despovoado,despovoadu
despregadas,despɾegadas
despregava,despɾegava
despregavam,despɾegavɐ̃w
despregou,despɾego
desprende,despɾẽdʒi
desprendem,despɾẽdẽ
desprendendo,despɾẽdẽdu
desprender,despɾẽdeɾ
desprendeu,despɾẽdew
desprendia,despɾẽdʒia
desprendidas,despɾẽdʒidas
desprendidos,despɾẽdʒidus
desprendimento,despɾẽdʒimẽtu
despreocupação,despɾeokupasɐ̃w
despreocupada,despɾeokupada
despreocupadamente,despɾeokupadamẽtʃi
despreocupadas,despɾeokupadas
despreocupado,despɾeokupadu
despretensioso,despɾetẽsiozu
desprezada,despɾezada
desprezadas,despɾezadas
desprezado,despɾezadu
desprezados,despɾezadus
desprezava,despɾezava
desprezível,despɾeziviw
desprezo,despɾezu
desprezou,despɾezo
desprotegido,despɾoteʒidu
desprovidos,despɾovidus
desratizar,dezhatʃizaɾ
desregrada,dezhegɾada
desrespeita,dezhespejta
desrespeitado,dezhespejtadu
desrespeitados,dezhespejtadus
desrespeitam,dezhespejtɐ̃w
desrespeitando,dezhespejtɐ̃du
desrespeitar,dezhespejtaɾ
desrespeito,dezhespejtu
desrespeitou,dezhespejto
dessa,dɛsa
dessas,dɛsas
desse,desi
dessem,dɛsẽ
desses,dɛsis
desta,dɛsta
destaca,destaka
destacada,destakada
destacadas,destakadas
destacado,destakadu
destacados,destakadus
destacam,destakɐ̃w
destacamentos,destakamẽtus
destacamos,destakɐmus
destacando,destakɐ̃du
destacar,destakaɾ
destacaram,destakaɾɐ̃w
destacaremos,destakaɾemus
destacava,destakava
destacavam,destakavɐ̃w
destacou,destako
destampada,destɐ̃pada
destampado,destɐ̃padu
destampar,destɐ̃paɾ
destampou,destɐ̃po
destapado,destapadu
destapou,destapo
destaque,destaki
destaquemos,destakemus
destaques,destakis
destas,dɛstas
deste,destʃi
destelhado,desteʎadu
destemido,destemidu
destemidos,destemidus
destemperada,destẽpeɾada
destes,dɛstʃis
destilação,destʃilasɐ̃w
destilada,destʃilada
destilando,destʃilɐ̃du
destilarias,destʃilaɾias
destina,destʃina
destinada,destʃinada
destinadas,destʃinadas
destinado,destʃinadu
destinados,destʃinadus
destinam,destʃinɐ̃w
destinar,destʃinaɾ
destinatária,destʃinataɾja
destinatário,destʃinataɾju
destinatários,destʃinataɾjus
destinava,destʃinava
destinavam,destʃinavɐ̃w
destine,destʃini
destino,destʃinu
destinos,destʃinus
destituídos,destʃituidus
destoadas,destoadas
destorce,destɔɾsi
destorcer,destoɾseɾ
destreza,destɾeza
destritos,destɾitus
destroçado,destɾosadu
destrocar,destɾokaɾ
destroço,destɾosu
destroços,destɾosus
destroem,destɾɔẽ
destrói,destɾɔj
destruam,destɾuɐ̃w
destruí-los,destɾuilus
destruição,destɾujsɐ̃w
destruída,destɾuida
destruídas,destɾuidas
destruído,destɾuidu
destruidor,destɾujdoɾ
destruídos,destɾuidus
destruindo,destɾuĩdu
destruir,destɾuiɾ
destruiram,destɾujɾɐ̃w
destruíram,destɾuiɾɐ̃w
destruirmos,destɾuiɾmus
destruiu,destɾuiw
destrutiva,destɾutʃiva
destrutivos,destɾutʃivus
desumanidade,dezumanidadʒi
desumano,dezumɐnu
desunião,dezuniɐ̃w
desunido,dezunidu
desunindo,dezunĩdu
desusado,dezuzadu
desvairada,dezvajɾada
desvairado,dezvajɾadu
desvantagem,dezvɐ̃taʒẽ
desvantagens,dezvɐ̃taʒẽs
desvelo,dezvelu
desvendado,dezvẽdadu
desvendar,dezvẽdaɾ
desvendaram,dezvẽdaɾɐ̃w
desventura,dezvẽtuɾa
desventuras,dezvẽtuɾas
desvestir,dezvestʃiɾ
desvia,dezvia
desviada,dezviada
desviando,dezviɐ̃du
desviar,dezviaɾ
desviava,dezviava
desvio,dezviu
desvios,dezvius
desviou,dezvio
desvirar,dezviɾaɾ
detalhada,detaʎada
detalhadamente,detaʎadamẽtʃi
detalhe,detaʎi
detalhes,detaʎis
detém,detẽ
detenção,detẽsɐ̃w
detenha,deteɲa
deter,deteɾ
detergente,deteɾʒẽtʃi
detergentes,deteɾʒẽtʃis
determina,deteɾmina
determiná-los,deteɾminalus
determinação,deteɾminasɐ̃w
determinações,deteɾminasõjs
determinada,deteɾminada
determinadas,deteɾminadas
determinado,deteɾminadu
determinados,deteɾminadus
determinam,deteɾminɐ̃w
determinando,deteɾminɐ̃du
determinante,deteɾminɐ̃tʃi
determinantes,deteɾminɐ̃tʃis
determinar,deteɾminaɾ
determinara,deteɾminaɾa
determinará,deteɾminaɾa
determinaram,deteɾminaɾɐ̃w
determinativo,deteɾminatʃivu
determinativos,deteɾminatʃivus
determinava,deteɾminava
determinavam,deteɾminavɐ̃w
determine,deteɾmini
determinou,deteɾmino
detesta,detɛsta
detestada,detestada
detestar,detestaɾ
detestava,detestava
detestavam,detestavɐ̃w
detesto,detɛstu
detetive,detetʃivi
deteve,detevi
detido,detʃidu
detinha,detʃiɲa
detrás,detɾas
detritos,detɾitus
deu,dew
deunidades,dewnidadʒis
deus,dews
deusa,dewza
deuses,dewzis
deva,deva
devagar,devagaɾ
devagarinho,devagaɾiɲu
devagarzinho,devagaɾziɲu
devassa,devasa
devassar,devasaɾ
devastação,devastasɐ̃w
devastada,devastada
devastados,devastadus
devastava,devastava
deve,dɛvi
devem,dɛvẽ
devemos,devemus
devendo,devẽdu
dever,deveɾ
deverá,deveɾa
deverão,deveɾɐ̃w
deveras,devɛɾas
deverás,deveɾas
deverei,deveɾej
deveres,devɛɾis
deveria,deveɾia
deveriam,deveɾiɐ̃w
deveríamos,deveɾiamus
deveriem,deveɾiẽ
devia,devia
deviam,deviɐ̃w
devíamos,deviamus
devida,devida
devidamente,devidamẽtʃi
devidas,devidas
devido,devidu
devidos,devidus
devo,devu
devoção,devosɐ̃w
devoções,devosõjs
devolução,devolusɐ̃w
devolutas,devolutas
devolva,devowva
devolve,devɔwvi
devolvê-la,devowvela
devolvem,devɔwvẽ
devolvendo,devowvẽdu
devolver,devowveɾ
devolvera,devowveɾa
devolveria,devowveɾia
devolvesse,devowvesi
devolveu,devowvew
devolvia,devowvia
devolvida,devowvida
devolvidas,devowvidas
devolvido,devowvidu
devolvo,devowvu
devora,devɔɾa
devorado,devoɾadu
devoradora,devoɾadoɾa
devorados,devoɾadus
devorâmo-los,devoɾɐmulus
devorar,devoɾaɾ
devoraram,devoɾaɾɐ̃w
devorariam,devoɾaɾiɐ̃w
devorava,devoɾava
devoravam,devoɾavɐ̃w
devorou,devoɾo
devota,devɔta
devoto,devɔtu
devotos,devɔtus
dez,dɛs
dezembro,dezẽbɾu
dezena,dezena
dezenas,dezenas
dezenhe,dezeɲi
dezenhos,dezeɲus
dezenove,dezenɔvi
dezesseis,dezesejs
dezessete,dezesɛtʃi
dezoito,dezojtu
dia,dʒia
diabão,dʒiabɐ̃w
diabetes,dʒiabɛtʃis
diabética,dʒiabɛtʃika
diabinho,dʒiabiɲu
diabinhos,dʒiabiɲus
diabo,dʒiabu
diabolicamente,dʒiabɔlikamẽtʃi
diabos,dʒiabus
diabrete,dʒiabɾetʃi
diabruras,dʒiabɾuɾas
diadema,dʒiadema
diafragma,dʒiafɾagima
diagnóstico,dʒiaginɔstʃiku
diagonais,dʒiagonajs
diagonal,dʒiagonaw
diagrama,dʒiagɾɐma
diagramar,dʒiagɾamaɾ
diagramas,dʒiagɾɐmas
diaguita,dʒiagita
dialeto,dʒialɛtu
dialogada,dʒialogada
dialogado,dʒialogadu
dialogando,dʒialogɐ̃du
dialogar,dʒialogaɾ
diálogo,dʒialugu
diálogos,dʒialugus
diamante,dʒiamɐ̃tʃi
diamantes,dʒiamɐ̃tʃis
diamantina,dʒiamɐ̃tʃina
diamantinas,dʒiamɐ̃tʃinas
diamantino,dʒiamɐ̃tʃinu
diamentas,dʒiamẽtas
diâmetro,dʒiɐmitɾu
diana,dʒiɐna
diante,dʒiɐ̃tʃi
dianteira,dʒiɐ̃teɾa
dianteiras,dʒiɐ̃teɾas
dianteiro,dʒiɐ̃teɾu
diária,dʒiaɾja
diariamente,dʒiaɾiamẽtʃi
diárias,dʒiaɾjas
diário,dʒiaɾju
diários,dʒiaɾjus
diarreia,dʒiahɛja
dias,dʒias
diazinho,dʒiaziɲu
dica,dʒika
dicas,dʒikas
dicionário,dʒisionaɾju
dicionários,dʒisionaɾjus
dicionarizada,dʒisionaɾizada
dicionarizadas,dʒisionaɾizadas
dicionarizados,dʒisionaɾizadus
didi,dʒidʒi
diego,dʒiegu
diesel,dʒizew
dieta,dʒiɛta
dietas,dʒiɛtas
diferança,dʒifeɾɐ̃sa
difere,dʒifɛɾi
diferem,dʒifɛɾẽ
diferença,dʒifeɾẽsa
diferençar,dʒifeɾẽsaɾ
diferenças,dʒifeɾẽsas
diferenciações,dʒifeɾẽsiasõjs
diferenciados,dʒifeɾẽsiadus
diferenciamos,dʒifeɾẽsiɐmus
diferenciar,dʒifeɾẽsiaɾ
diferencie,dʒifeɾẽsii
diferente,dʒifeɾẽtʃi
diferentemente,dʒifeɾẽtʃimẽtʃi
diferentes,dʒifeɾẽtʃis
diferentíssimas,dʒifeɾẽtʃisimas
difíceis,dʒifisejs
difícil,dʒifisiw
dificílimas,dʒifisilimas
dificílimo,dʒifisilimu
dificilmente,dʒifisiwmẽtʃi
dificuldade,dʒifikuwdadʒi
dificuldades,dʒifikuwdadʒis
dificulta,dʒifikuwta
dificultam,dʒifikuwtɐ̃w
dificultando,dʒifikuwtɐ̃du
dificultar,dʒifikuwtaɾ
dificultariam,dʒifikuwtaɾiɐ̃w
dificultava,dʒifikuwtava
dificultíssimos,dʒifikuwtʃisimus
dificultosa,dʒifikuwtɔza
difteria,dʒifiteɾia
difundida,dʒifũdʒida
difundido,dʒifũdʒidu
difundindo,dʒifũdʒĩdu
difundir,dʒifũdʒiɾ
difusão,dʒifuzɐ̃w
diga,dʒiga
digam,dʒigɐ̃w
digamos,dʒigɐmus
digerido,dʒiʒeɾidu
digerir,dʒiʒeɾiɾ
digestão,dʒiʒestɐ̃w
digestivas,dʒiʒestʃivas
digestivo,dʒiʒestʃivu
